transaction_id,date,product_sku,product_category,quantity,unit_price,discount_pct,net_revenue,customer_id,region,state,channel,return_flag,stock_constrained,year,month,year_month,day_of_week,gross_revenue
TXN-0001737,2023-01-24,MALKIST-AMERICAN-STYLE-48PCS,Bakery & Biscuits,3,932.33,0.0053,2782.17,RET-05962,Central,Chhattisgarh,offline,False,False,2023,1,2023-01,Tuesday,2796.9900000000002
TXN-0001738,2023-01-24,MR-NOODLES-50GM-CHICKEN-MASALA-60PCS,Culinary,1,532.01,0.1107,473.12,RET-00703,North,Uttar Pradesh,offline,False,False,2023,1,2023-01,Tuesday,532.01
TXN-0001739,2023-01-24,FROOTO-MANGO-500ML-24PCS,Beverages,2,632.68,0.0101,1252.58,RET-05963,West,Rajasthan,online,False,False,2023,1,2023-01,Tuesday,1265.36
TXN-0001740,2023-01-24,FAMILY-TOAST-200GM-28PCS,Bakery & Biscuits,1,549.36,0.062,515.3,RET-05964,North,Delhi,online,False,False,2023,1,2023-01,Tuesday,549.36
TXN-0001741,2023-01-24,POTATA-CHEESE-75GM-48PCS,Bakery & Biscuits,3,493.25,0.0062,1470.58,RET-03647,West,Goa,offline,False,False,2023,1,2023-01,Tuesday,1479.75
TXN-0001742,2023-01-24,ICE-POP-ASSORTED-50ML-28X12,Beverages,4,307.16,0.0497,1167.58,RET-05965,East,Bihar,offline,True,False,2023,1,2023-01,Tuesday,1228.64
TXN-0001743,2023-01-24,MALKIST-CHEESE-45RS-48PCS,Bakery & Biscuits,5,1086.99,0.0247,5300.71,RET-05966,South,Karnataka,offline,False,False,2023,1,2023-01,Tuesday,5434.95
TXN-0001744,2023-01-24,KOPIKO-JAR-12PCS,Confectionery,43,1409.08,0.0376,58312.24,RET-05967,South,Telangana,online,False,False,2023,1,2023-01,Tuesday,60590.439999999995
TXN-0001745,2023-01-24,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,2,580.13,0.0038,1155.85,RET-02591,West,Rajasthan,offline,False,False,2023,1,2023-01,Tuesday,1160.26
TXN-0001746,2023-01-24,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,13,784.17,0.0333,9854.74,RET-05968,North,Punjab,online,False,False,2023,1,2023-01,Tuesday,10194.21
TXN-0001747,2023-01-24,CHOKI-ROLLZ-JAR,Confectionery,1,559.47,0.0122,552.64,RET-04118,East,West Bengal,offline,False,False,2023,1,2023-01,Tuesday,559.47
TXN-0001748,2023-01-24,POTATA-CREAM-ONION-75GM-48PCS,Bakery & Biscuits,2,463.64,0.0369,893.06,RET-03776,North,Delhi,offline,False,False,2023,1,2023-01,Tuesday,927.28
TXN-0001749,2023-01-24,FROOTO-MANGO-500ML-24PCS,Beverages,2,668.39,0.0131,1319.27,RET-00541,West,Gujarat,offline,False,False,2023,1,2023-01,Tuesday,1336.78
TXN-0001750,2023-01-24,DRINKO-330ML-PINEAPPLE,Beverages,2,537.19,0.0029,1071.26,RET-05969,West,Gujarat,offline,False,False,2023,1,2023-01,Tuesday,1074.38
TXN-0001751,2023-01-24,MAGIC-CUP-100PCS-9JARBOX,Confectionery,4,630.98,0.0093,2500.45,RET-05970,South,Andhra Pradesh,offline,False,False,2023,1,2023-01,Tuesday,2523.92
TXN-0001752,2023-01-24,MALKIST-CHOCOLATE-45RS-48PCS,Bakery & Biscuits,2,934.6,0.0499,1775.93,RET-05971,Central,Chhattisgarh,offline,False,False,2023,1,2023-01,Tuesday,1869.2
TXN-0001753,2023-01-24,MALKIST-CHEESE-45RS-48PCS,Bakery & Biscuits,2,985.38,0.0265,1918.53,RET-05972,West,Goa,online,False,False,2023,1,2023-01,Tuesday,1970.76
TXN-0001754,2023-01-24,POTATA-BBQ-75GM-48PCS,Bakery & Biscuits,6,561.1,0.0863,3076.06,RET-01241,West,Rajasthan,offline,False,False,2023,1,2023-01,Tuesday,3366.6000000000004
TXN-0001755,2023-01-24,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,4,793.44,0.0465,3026.18,RET-02184,Central,Madhya Pradesh,offline,False,False,2023,1,2023-01,Tuesday,3173.76
TXN-0001756,2023-01-24,SHAN-TIKKA-BOTI,Spice Mixes,2,2216.93,0.0114,4383.31,RET-01690,West,Goa,online,False,False,2023,1,2023-01,Tuesday,4433.86
TXN-0001757,2023-01-24,MALKIST-CHEESE-25MRP-48PCS,Bakery & Biscuits,2,704.35,0.0334,1361.65,RET-05973,West,Rajasthan,online,False,False,2023,1,2023-01,Tuesday,1408.7
TXN-0001758,2023-01-24,DRINKO-330ML-STRAWBERRY,Beverages,2,543.2,0.0302,1053.59,RET-01729,North,Delhi,offline,False,False,2023,1,2023-01,Tuesday,1086.4
TXN-0001759,2023-01-24,LITCHI-DRINK-150ML-72PCS,Beverages,3,447.62,0.0015,1340.85,RET-05974,West,Maharashtra,online,False,False,2023,1,2023-01,Tuesday,1342.8600000000001
TXN-0001760,2023-01-24,CHOCOBEAN-TUBE-35GM-10X12,Confectionery,6,443.7,0.0556,2514.18,RET-05975,West,Rajasthan,offline,False,False,2023,1,2023-01,Tuesday,2662.2
TXN-0001761,2023-01-24,PUDDING-35GM-MANGO-9JAR,Confectionery,2,742.81,0.0645,1389.8,RET-01736,West,Maharashtra,offline,False,False,2023,1,2023-01,Tuesday,1485.62
TXN-0001762,2023-01-24,JAM-O-JAM-STRAWBERRY,Confectionery,3,221.64,0.028,646.3,RET-00904,North,Punjab,offline,False,False,2023,1,2023-01,Tuesday,664.92
TXN-0001763,2023-01-24,POTATA-CHEESE-25GM-96PCS,Bakery & Biscuits,3,358.31,0.0105,1063.64,RET-05976,West,Gujarat,online,False,False,2023,1,2023-01,Tuesday,1074.93
TXN-0001764,2023-01-24,LITCHI-DRINK-250ML-48PCS,Beverages,2,506.21,0.084,927.38,RET-02488,West,Gujarat,offline,False,False,2023,1,2023-01,Tuesday,1012.42
TXN-0001765,2023-01-24,SHAN-CHAAT-MASALA,Spice Mixes,3,1955.35,0.0098,5808.56,RET-00548,West,Gujarat,offline,False,False,2023,1,2023-01,Tuesday,5866.049999999999
TXN-0001766,2023-01-24,POTATA-BISCUIT-25GM-96PCS,Bakery & Biscuits,1,389.92,0.01,386.02,RET-05977,South,Andhra Pradesh,online,False,False,2023,1,2023-01,Tuesday,389.92
TXN-0001767,2023-01-24,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,38,667.37,0.0287,24632.23,RET-05978,East,West Bengal,online,False,False,2023,1,2023-01,Tuesday,25360.06
TXN-0001768,2023-01-24,MALKIST-CHOCOLATE-25MRP-48PCS,Bakery & Biscuits,2,558.52,0.0067,1109.56,RET-03239,North-East,Manipur,offline,False,False,2023,1,2023-01,Tuesday,1117.04
TXN-0001769,2023-01-24,GARLIC-TOAST-200GM-28PCS,Bakery & Biscuits,2,581.01,0.0806,1068.36,RET-05979,East,Bihar,offline,False,False,2023,1,2023-01,Tuesday,1162.02
TXN-0001770,2023-01-24,CHOKI-CHOKI-XL,Confectionery,47,262.16,0.027,11988.84,RET-05980,West,Rajasthan,offline,True,False,2023,1,2023-01,Tuesday,12321.52
TXN-0001771,2023-01-24,ICE-POP-ASSORTED-50ML-28X12,Beverages,2,324.23,0.015,638.73,RET-05981,South,Karnataka,offline,False,False,2023,1,2023-01,Tuesday,648.46
TXN-0001772,2023-01-24,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,45,745.07,0.0215,32807.29,RET-05982,South,Karnataka,offline,False,False,2023,1,2023-01,Tuesday,33528.15
TXN-0001773,2023-01-24,MAGIC-CUP-100PCS-9JARBOX,Confectionery,5,669.47,0.0523,3172.28,RET-05983,East,West Bengal,offline,False,False,2023,1,2023-01,Tuesday,3347.3500000000004
TXN-0001774,2023-01-24,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,38,745.1,0.0214,27707.88,RET-05984,West,Gujarat,offline,False,False,2023,1,2023-01,Tuesday,28313.8
TXN-0001775,2023-01-24,KOPIKO-PKT-47MRP,Confectionery,1,453.95,0.042,434.88,RET-03006,North-East,Tripura,online,False,False,2023,1,2023-01,Tuesday,453.95
TXN-0001776,2023-01-24,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,3,756.36,0.0049,2257.96,RET-02786,West,Maharashtra,online,False,False,2023,1,2023-01,Tuesday,2269.08
TXN-0001777,2023-01-24,LITCHI-DRINK-150ML-72PCS,Beverages,2,439.79,0.0227,859.61,RET-05985,West,Goa,online,False,False,2023,1,2023-01,Tuesday,879.58
TXN-0001778,2023-01-24,FROOTO-MANGO-500ML-24PCS,Beverages,3,525.3,0.0055,1567.23,RET-05986,North,Punjab,offline,False,False,2023,1,2023-01,Tuesday,1575.8999999999999
TXN-0001779,2023-01-24,PRAN-FAZLEE-MANGO-500ML-24PCS,Beverages,2,648.45,0.0142,1278.48,RET-05987,East,Odisha,online,False,False,2023,1,2023-01,Tuesday,1296.9
TXN-0001780,2023-01-24,MALKIST-AMERICAN-STYLE-48PCS,Bakery & Biscuits,3,774.29,0.0009,2320.78,RET-05988,South,Andhra Pradesh,offline,False,False,2023,1,2023-01,Tuesday,2322.87
TXN-0001781,2023-01-24,POTATA-SPICY-100GM-48PCS,Bakery & Biscuits,2,518.28,0.0114,1024.74,RET-01590,Central,Chhattisgarh,offline,False,False,2023,1,2023-01,Tuesday,1036.56
TXN-0001782,2023-01-24,DRINKO-330ML-STRAWBERRY,Beverages,2,447.88,0.0343,865.04,RET-05989,East,Odisha,online,False,False,2023,1,2023-01,Tuesday,895.76
TXN-0001783,2023-01-24,POTATA-BISCUIT-25GM-96PCS,Bakery & Biscuits,2,462.23,0.0192,906.71,RET-05990,Central,Madhya Pradesh,offline,False,False,2023,1,2023-01,Tuesday,924.46
TXN-0001784,2023-01-24,PUDDING-35GM-MANGO-9JAR,Confectionery,2,600.83,0.0094,1190.36,RET-05991,North,Delhi,online,False,False,2023,1,2023-01,Tuesday,1201.66
TXN-0001785,2023-01-24,KOPIKO-BUCKET,Confectionery,3,822.75,0.0123,2437.89,RET-05992,West,Maharashtra,offline,False,False,2023,1,2023-01,Tuesday,2468.25
TXN-0001786,2023-01-24,POTATA-BISCUIT-25GM-96PCS,Bakery & Biscuits,2,384.83,0.0437,736.03,RET-05993,East,Odisha,offline,False,False,2023,1,2023-01,Tuesday,769.66
TXN-0001787,2023-01-24,MALKIST-AMERICAN-STYLE-48PCS,Bakery & Biscuits,3,935.66,0.0253,2735.96,RET-00824,North,Haryana,offline,False,False,2023,1,2023-01,Tuesday,2806.98
TXN-0001788,2023-01-24,FROOTO-MANGO-250ML-48PCS,Beverages,3,528.01,0.0022,1580.55,RET-02743,North,Delhi,online,False,False,2023,1,2023-01,Tuesday,1584.03
TXN-0001789,2023-01-24,LITCHI-DRINK-250ML-48PCS,Beverages,4,504.71,0.0334,1951.41,RET-01663,West,Goa,offline,False,False,2023,1,2023-01,Tuesday,2018.84
TXN-0001790,2023-01-24,MILK-KULFI-4GM-12JAR,Confectionery,1,499.95,0.0199,490.0,RET-05994,South,Telangana,offline,False,False,2023,1,2023-01,Tuesday,499.95
TXN-0001791,2023-01-24,LITCHI-DRINK-150ML-72PCS,Beverages,2,423.61,0.0053,842.73,RET-05995,South,Tamil Nadu,offline,False,False,2023,1,2023-01,Tuesday,847.22
TXN-0001792,2023-01-24,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,1,755.29,0.0125,745.85,RET-05996,South,Telangana,online,False,False,2023,1,2023-01,Tuesday,755.29
TXN-0001793,2023-01-24,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,1,751.11,0.0409,720.39,RET-02206,East,Odisha,online,False,False,2023,1,2023-01,Tuesday,751.11
TXN-0001794,2023-01-24,LITCHI-DRINK-250ML-48PCS,Beverages,20,587.08,0.0157,11557.26,RET-05997,West,Rajasthan,offline,False,False,2023,1,2023-01,Tuesday,11741.6
TXN-0001795,2023-01-24,PRAN-FAZLEE-MANGO-500ML-24PCS,Beverages,2,719.45,0.0966,1299.9,RET-05998,West,Maharashtra,online,False,False,2023,1,2023-01,Tuesday,1438.9
TXN-0001796,2023-01-24,MR-NOODLES-60GM-SUPER-SPICY-48PCS,Culinary,2,593.65,0.0236,1159.28,RET-05999,East,Jharkhand,offline,False,False,2023,1,2023-01,Tuesday,1187.3
TXN-0001797,2023-01-24,DRINKO-250ML-MANGO-COCONUT,Beverages,2,412.72,0.0196,809.26,RET-00885,West,Maharashtra,offline,False,False,2023,1,2023-01,Tuesday,825.44
TXN-0001798,2023-01-24,LITCHI-DRINK-250ML-48PCS,Beverages,4,529.27,0.0052,2106.07,RET-03315,South,Telangana,offline,False,False,2023,1,2023-01,Tuesday,2117.08
TXN-0001799,2023-01-24,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,2,726.59,0.0318,1406.97,RET-01488,West,Goa,online,False,False,2023,1,2023-01,Tuesday,1453.18
TXN-0001800,2023-01-24,POTATA-BISCUIT-12.5GM-144PCS,Bakery & Biscuits,6,406.42,0.0036,2429.74,RET-06000,East,West Bengal,offline,False,False,2023,1,2023-01,Tuesday,2438.52
TXN-0001801,2023-01-24,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,28,662.08,0.0182,18200.84,RET-06001,West,Gujarat,offline,False,False,2023,1,2023-01,Tuesday,18538.24
TXN-0001802,2023-01-24,CHOKI-CHOKI-STANDARD,Confectionery,2,227.78,0.0214,445.81,RET-02763,North,Haryana,online,False,False,2023,1,2023-01,Tuesday,455.56
TXN-0001803,2023-01-24,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,3,669.27,0.019,1969.66,RET-06002,North,Haryana,offline,False,False,2023,1,2023-01,Tuesday,2007.81
TXN-0001804,2023-01-24,POTATA-BISCUIT-25GM-96PCS,Bakery & Biscuits,5,394.07,0.0903,1792.43,RET-06003,South,Karnataka,offline,False,False,2023,1,2023-01,Tuesday,1970.35
TXN-0001805,2023-01-24,MALKIST-AMERICAN-STYLE-48PCS,Bakery & Biscuits,2,971.11,0.0172,1908.81,RET-06004,West,Goa,offline,False,False,2023,1,2023-01,Tuesday,1942.22
TXN-0001806,2023-01-24,FROOTO-MANGO-250ML-48PCS,Beverages,49,516.62,0.0496,24058.79,RET-00507,Central,Madhya Pradesh,offline,False,False,2023,1,2023-01,Tuesday,25314.38
TXN-0001807,2023-01-24,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,2,654.59,0.0453,1249.87,RET-06005,North-East,Tripura,offline,False,False,2023,1,2023-01,Tuesday,1309.18
TXN-0001808,2023-01-25,POTATA-BISCUIT-12.5GM-144PCS,Bakery & Biscuits,3,339.98,0.0133,1006.37,RET-01401,North,Haryana,offline,False,False,2023,1,2023-01,Wednesday,1019.94
TXN-0001809,2023-01-25,KOPIKO-PKT-47MRP,Confectionery,1,452.96,0.051,429.86,RET-06006,South,Karnataka,online,False,False,2023,1,2023-01,Wednesday,452.96
TXN-0001810,2023-01-25,CHOKI-STIX-6PCS,Confectionery,28,392.39,0.0596,10332.1,RET-06007,West,Maharashtra,offline,True,False,2023,1,2023-01,Wednesday,10986.92
TXN-0001811,2023-01-25,LITCHI-DRINK-150ML-72PCS,Beverages,4,491.68,0.0256,1916.37,RET-06008,West,Maharashtra,offline,False,False,2023,1,2023-01,Wednesday,1966.72
TXN-0001812,2023-01-25,FIT-CRACKERS-120GM-48PCS,Bakery & Biscuits,39,595.35,0.0119,22942.35,RET-06009,East,Odisha,offline,False,False,2023,1,2023-01,Wednesday,23218.65
TXN-0001813,2023-01-25,POTATA-BISCUIT-75GM-48PCS,Bakery & Biscuits,2,516.04,0.0104,1021.35,RET-06010,East,West Bengal,online,True,False,2023,1,2023-01,Wednesday,1032.08
TXN-0001814,2023-01-25,PRAN-FAZLEE-MANGO-500ML-24PCS,Beverages,1,768.45,0.0004,768.14,RET-03098,Central,Chhattisgarh,offline,False,False,2023,1,2023-01,Wednesday,768.45
TXN-0001815,2023-01-25,PUDDING-35GM-MANGO-9JAR,Confectionery,2,699.0,0.007,1388.21,RET-06011,North,Uttar Pradesh,online,False,False,2023,1,2023-01,Wednesday,1398.0
TXN-0001816,2023-01-25,CUP-NOODLES-40GM-CHICKEN-48PCS,Culinary,1,819.33,0.0297,795.0,RET-03332,West,Goa,offline,False,False,2023,1,2023-01,Wednesday,819.33
TXN-0001817,2023-01-25,POTATA-CHEESE-25GM-96PCS,Bakery & Biscuits,25,362.19,0.0271,8809.37,RET-06012,West,Maharashtra,offline,False,False,2023,1,2023-01,Wednesday,9054.75
TXN-0001818,2023-01-25,DRINKO-330ML-MANGO-COCONUT,Beverages,24,562.22,0.0431,12911.72,RET-06013,North,Delhi,offline,False,False,2023,1,2023-01,Wednesday,13493.28
TXN-0001819,2023-01-25,SHAN-CHICKEN-MASALA,Spice Mixes,2,2019.49,0.0633,3783.31,RET-06014,North,Uttar Pradesh,offline,False,False,2023,1,2023-01,Wednesday,4038.98
TXN-0001820,2023-01-25,SHAN-TANDOORI-MASALA,Spice Mixes,2,1906.97,0.0286,3704.86,RET-04070,West,Goa,offline,False,False,2023,1,2023-01,Wednesday,3813.94
TXN-0001821,2023-01-25,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,1,746.72,0.0737,691.69,RET-06015,West,Goa,online,False,False,2023,1,2023-01,Wednesday,746.72
TXN-0001822,2023-01-25,FROOTO-MANGO-500ML-24PCS,Beverages,2,577.83,0.0443,1104.46,RET-06016,West,Rajasthan,offline,False,False,2023,1,2023-01,Wednesday,1155.66
TXN-0001823,2023-01-25,MILK-KANDEEZ-3.5GM-6JAR,Confectionery,23,393.26,0.025,8818.86,RET-02328,West,Gujarat,offline,False,False,2023,1,2023-01,Wednesday,9044.98
TXN-0001824,2023-01-25,PRAN-MANGO-BASIL-250ML-24PCS,Beverages,2,416.83,0.0062,828.49,RET-06017,South,Tamil Nadu,offline,False,False,2023,1,2023-01,Wednesday,833.66
TXN-0001825,2023-01-25,MALKIST-CHEESE-45RS-48PCS,Bakery & Biscuits,5,811.33,0.0583,3820.15,RET-00985,North,Haryana,offline,False,False,2023,1,2023-01,Wednesday,4056.65
TXN-0001826,2023-01-25,MAGIC-CUP-100PCS-9JARBOX,Confectionery,1,557.31,0.0072,553.3,RET-01650,South,Kerala,online,False,False,2023,1,2023-01,Wednesday,557.31
TXN-0001827,2023-01-25,MILK-KULFI-4GM-12JAR,Confectionery,3,501.5,0.0585,1416.49,RET-02322,North-East,Meghalaya,offline,False,False,2023,1,2023-01,Wednesday,1504.5
TXN-0001828,2023-01-25,POTATA-CREAM-ONION-75GM-48PCS,Bakery & Biscuits,7,549.71,0.0299,3732.92,RET-04099,North,Uttar Pradesh,offline,False,False,2023,1,2023-01,Wednesday,3847.9700000000003
TXN-0001829,2023-01-25,PRAN-FAZLEE-MANGO-500ML-24PCS,Beverages,3,615.33,0.0616,1732.28,RET-06018,West,Rajasthan,offline,False,False,2023,1,2023-01,Wednesday,1845.9900000000002
TXN-0001830,2023-01-25,DRINKO-330ML-PINEAPPLE,Beverages,3,514.5,0.1132,1368.78,RET-06019,Central,Madhya Pradesh,offline,False,False,2023,1,2023-01,Wednesday,1543.5
TXN-0001831,2023-01-25,PRAN-DRY-CAKE-100GM-24PCS,Bakery & Biscuits,46,436.45,0.0078,19920.1,RET-06020,South,Tamil Nadu,online,False,False,2023,1,2023-01,Wednesday,20076.7
TXN-0001832,2023-01-25,MR-NOODLES-60GM-SUPER-SPICY-48PCS,Culinary,11,653.93,0.0018,7180.28,RET-06021,North,Uttar Pradesh,offline,False,False,2023,1,2023-01,Wednesday,7193.23
TXN-0001833,2023-01-25,LOLLIPOP-8GM-ASSORTED-6JAR,Confectionery,3,429.57,0.0068,1279.95,RET-02703,North,Haryana,online,False,False,2023,1,2023-01,Wednesday,1288.71
TXN-0001834,2023-01-25,MR-NOODLES-60GM-SUPER-SPICY-48PCS,Culinary,3,723.41,0.0319,2101.0,RET-06022,East,Bihar,offline,False,False,2023,1,2023-01,Wednesday,2170.23
TXN-0001835,2023-01-25,KOPIKO-PKT-47MRP,Confectionery,2,507.96,0.0409,974.37,RET-00229,North,Delhi,online,False,False,2023,1,2023-01,Wednesday,1015.92
TXN-0001836,2023-01-25,LITCHI-DRINK-250ML-48PCS,Beverages,47,617.6,0.0078,28800.79,RET-06023,Central,Madhya Pradesh,online,False,False,2023,1,2023-01,Wednesday,29027.2
TXN-0001837,2023-01-25,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,5,653.67,0.0205,3201.35,RET-06024,West,Gujarat,offline,False,False,2023,1,2023-01,Wednesday,3268.35
TXN-0001838,2023-01-25,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,2,777.24,0.0259,1514.22,RET-06025,North-East,Manipur,offline,False,False,2023,1,2023-01,Wednesday,1554.48
TXN-0001839,2023-01-25,SHAN-SPECIAL-BOMBAY-BIRYANI,Spice Mixes,3,2033.8,0.0163,6001.95,RET-02825,West,Gujarat,offline,False,False,2023,1,2023-01,Wednesday,6101.4
TXN-0001840,2023-01-25,ICE-POP-ASSORTED-50ML-28X12,Beverages,4,303.77,0.0792,1118.85,RET-03335,North,Uttar Pradesh,online,False,False,2023,1,2023-01,Wednesday,1215.08
TXN-0001841,2023-01-25,PUDDING-35GM-ASSORTED-9JAR,Confectionery,4,778.89,0.0221,3046.71,RET-04960,West,Maharashtra,online,False,False,2023,1,2023-01,Wednesday,3115.56
TXN-0001842,2023-01-25,LITCHI-DRINK-150ML-72PCS,Beverages,2,499.8,0.034,965.61,RET-06026,West,Gujarat,offline,False,False,2023,1,2023-01,Wednesday,999.6
TXN-0001843,2023-01-25,MALKIST-CHOCOLATE-45RS-48PCS,Bakery & Biscuits,7,957.1,0.0114,6623.32,RET-06027,South,Karnataka,offline,False,False,2023,1,2023-01,Wednesday,6699.7
TXN-0001844,2023-01-25,CHOKI-CHOKI-XL-6PCS,Confectionery,4,443.13,0.0377,1705.7,RET-02742,East,Bihar,online,False,False,2023,1,2023-01,Wednesday,1772.52
TXN-0001845,2023-01-25,DRINKO-330ML-PINEAPPLE,Beverages,5,468.07,0.0064,2325.37,RET-01881,West,Goa,offline,False,False,2023,1,2023-01,Wednesday,2340.35
TXN-0001846,2023-01-25,DRINKO-250ML-MANGO-COCONUT,Beverages,3,353.66,0.0023,1058.54,RET-06028,Central,Chhattisgarh,offline,False,False,2023,1,2023-01,Wednesday,1060.98
TXN-0001847,2023-01-25,MALKIST-CAPPUCCINO-45RS-48PCS,Bakery & Biscuits,3,1037.17,0.0187,3053.32,RET-00436,West,Rajasthan,offline,False,False,2023,1,2023-01,Wednesday,3111.51
TXN-0001848,2023-01-25,SHAN-SPECIAL-BOMBAY-BIRYANI,Spice Mixes,2,2028.8,0.0222,3967.52,RET-01680,East,Bihar,offline,False,False,2023,1,2023-01,Wednesday,4057.6
TXN-0001849,2023-01-25,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,3,651.62,0.0325,1891.33,RET-06029,North-East,Assam,offline,False,False,2023,1,2023-01,Wednesday,1954.8600000000001
TXN-0001850,2023-01-25,POTATA-CREAM-ONION-75GM-48PCS,Bakery & Biscuits,2,573.58,0.0211,1122.95,RET-06030,North,Uttar Pradesh,offline,False,False,2023,1,2023-01,Wednesday,1147.16
TXN-0001851,2023-01-25,CHOCOBEAN-TUBE-35GM-10X12,Confectionery,2,420.28,0.022,822.07,RET-00901,South,Karnataka,offline,False,False,2023,1,2023-01,Wednesday,840.56
TXN-0001852,2023-01-25,KOPIKO-PKT-47MRP,Confectionery,2,459.36,0.0263,894.56,RET-06031,North,Punjab,offline,True,False,2023,1,2023-01,Wednesday,918.72
TXN-0001853,2023-01-25,GARLIC-TOAST-200GM-28PCS,Bakery & Biscuits,4,602.84,0.0039,2401.96,RET-00868,West,Maharashtra,offline,False,False,2023,1,2023-01,Wednesday,2411.36
TXN-0001854,2023-01-25,POTATA-BISCUIT-75GM-48PCS,Bakery & Biscuits,3,471.55,0.0579,1332.74,RET-02836,South,Tamil Nadu,online,False,False,2023,1,2023-01,Wednesday,1414.65
TXN-0001855,2023-01-25,SHAN-SINDHI-BIRYANI,Spice Mixes,1,1875.29,0.0057,1864.6,RET-06032,South,Karnataka,offline,False,False,2023,1,2023-01,Wednesday,1875.29
TXN-0001856,2023-01-25,CUP-NOODLES-40GM-CURRY-48PCS,Culinary,1,689.24,0.0377,663.26,RET-01346,Central,Madhya Pradesh,offline,False,False,2023,1,2023-01,Wednesday,689.24
TXN-0001857,2023-01-25,MR-NOODLES-60GM-SUPER-SPICY-48PCS,Culinary,1,605.69,0.0139,597.27,RET-06033,South,Karnataka,online,False,False,2023,1,2023-01,Wednesday,605.69
TXN-0001858,2023-01-25,MALKIST-CHOCOLATE-25MRP-48PCS,Bakery & Biscuits,2,522.16,0.0177,1025.84,RET-06034,North,Punjab,online,False,False,2023,1,2023-01,Wednesday,1044.32
TXN-0001859,2023-01-25,FROOTO-MANGO-500ML-24PCS,Beverages,39,560.66,0.0116,21612.1,RET-06035,South,Karnataka,offline,False,False,2023,1,2023-01,Wednesday,21865.739999999998
TXN-0001860,2023-01-25,POTATA-CHEESE-75GM-48PCS,Bakery & Biscuits,3,529.81,0.0329,1537.14,RET-06036,West,Goa,online,False,False,2023,1,2023-01,Wednesday,1589.4299999999998
TXN-0001861,2023-01-25,LITCHI-DRINK-150ML-72PCS,Beverages,2,401.53,0.0082,796.47,RET-02864,East,Odisha,offline,False,False,2023,1,2023-01,Wednesday,803.06
TXN-0001862,2023-01-25,DRINKO-250ML-MANGO-COCONUT,Beverages,4,386.81,0.0852,1415.42,RET-06037,Central,Chhattisgarh,online,False,False,2023,1,2023-01,Wednesday,1547.24
TXN-0001863,2023-01-25,CUP-NOODLES-40GM-CHICKEN-48PCS,Culinary,5,824.64,0.0047,4103.82,RET-06038,North,Uttar Pradesh,offline,True,False,2023,1,2023-01,Wednesday,4123.2
TXN-0001864,2023-01-25,POTATA-BISCUIT-12.5GM-144PCS,Bakery & Biscuits,3,318.41,0.0051,950.36,RET-00864,North,Delhi,online,False,False,2023,1,2023-01,Wednesday,955.23
TXN-0001865,2023-01-25,DOUBLE-DOZER-CAN-250ML-24PCS,Beverages,3,833.18,0.0088,2477.54,RET-02052,West,Gujarat,offline,False,False,2023,1,2023-01,Wednesday,2499.54
TXN-0001866,2023-01-25,PRAN-FAZLEE-MANGO-500ML-24PCS,Beverages,5,603.9,0.0441,2886.34,RET-01135,North,Uttar Pradesh,online,False,False,2023,1,2023-01,Wednesday,3019.5
TXN-0001867,2023-01-26,PRAN-MANGO-FRUIT-500ML-24PCS,Beverages,2,720.37,0.0033,1435.99,RET-01525,South,Karnataka,online,False,False,2023,1,2023-01,Thursday,1440.74
TXN-0001868,2023-01-26,LITCHI-DRINK-250ML-48PCS,Beverages,16,536.71,0.0682,8001.7,RET-03161,East,Odisha,online,False,False,2023,1,2023-01,Thursday,8587.36
TXN-0001869,2023-01-26,MAGIC-CUP-100PCS-9JARBOX,Confectionery,5,555.0,0.0047,2761.96,RET-03148,North,Uttar Pradesh,offline,False,False,2023,1,2023-01,Thursday,2775.0
TXN-0001870,2023-01-26,POTATA-BISCUIT-75GM-48PCS,Bakery & Biscuits,2,433.75,0.0574,817.71,RET-04252,South,Karnataka,online,False,False,2023,1,2023-01,Thursday,867.5
TXN-0001871,2023-01-26,LITCHI-DRINK-150ML-72PCS,Beverages,33,448.42,0.0023,14763.82,RET-06039,South,Andhra Pradesh,online,False,False,2023,1,2023-01,Thursday,14797.86
TXN-0001872,2023-01-26,MR-NOODLES-60GM-KOREAN-SPICY-48PCS,Culinary,1,617.09,0.0495,586.54,RET-02301,Central,Chhattisgarh,online,True,False,2023,1,2023-01,Thursday,617.09
